Date,Product_Name,Category,Quantity_Sold,Price,Revenue,Region,Customer_Type
3/15/2025,Vitamin C,Supplement,91,10,910,North,Hospital
1/17/2025,Metformin,Diabetes,197,15,2955,South,Retail
5/26/2025,Amoxicillin,Antibiotic,73,20,1460,East,Hospital
4/6/2025,Aspirin,Tablet,195,7,1365,East,Hospital
4/9/2025,Amoxicillin,Antibiotic,229,20,4580,West,Hospital
6/9/2025,Ibuprofen,Pain Relief,232,8,1856,East,Retail
3/1/2025,Paracetamol,Tablet,235,5,1175,West,Retail
7/12/2025,Amoxicillin,Antibiotic,153,20,3060,East,Hospital
4/4/2025,Cetirizine,Allergy,229,6,1374,North,Clinic
12/11/2025,Amoxicillin,Antibiotic,195,20,3900,North,Clinic
1/2/2025,Aspirin,Tablet,139,7,973,West,Clinic
10/22/2025,Cetirizine,Allergy,247,6,1482,East,Hospital
11/9/2025,Insulin,Diabetes,158,50,7900,North,Clinic
3/21/2025,Cetirizine,Allergy,89,6,534,South,Clinic
9/19/2025,Ibuprofen,Pain Relief,102,8,816,East,Hospital
6/18/2025,Insulin,Diabetes,48,50,2400,North,Retail
5/1/2025,Paracetamol,Tablet,219,5,1095,West,Retail
1/5/2025,Omeprazole,Gastro,184,12,2208,West,Hospital
11/1/2025,Omeprazole,Gastro,66,12,792,West,Hospital
11/14/2025,Cetirizine,Allergy,184,6,1104,South,Retail
1/2/2025,Insulin,Diabetes,111,50,5550,East,Clinic
6/17/2025,Metformin,Diabetes,46,15,690,West,Hospital
7/14/2025,Metformin,Diabetes,62,15,930,South,Hospital
8/27/2025,Metformin,Diabetes,99,15,1485,North,Hospital
9/19/2025,Insulin,Diabetes,40,50,2000,South,Clinic
8/3/2025,Paracetamol,Tablet,138,5,690,North,Retail
11/2/2025,Ibuprofen,Pain Relief,15,8,120,West,Clinic
6/6/2025,Paracetamol,Tablet,186,5,930,North,Retail
7/10/2025,Amoxicillin,Antibiotic,44,20,880,North,Hospital
7/8/2025,Azithromycin,Antibiotic,97,25,2425,North,Retail
8/9/2025,Vitamin C,Supplement,147,10,1470,East,Retail
10/9/2025,Omeprazole,Gastro,15,12,180,South,Retail
6/3/2025,Cetirizine,Allergy,38,6,228,West,Clinic
9/23/2025,Paracetamol,Tablet,226,5,1130,North,Clinic
7/18/2025,Vitamin C,Supplement,56,10,560,South,Hospital
1/24/2025,Paracetamol,Tablet,82,5,410,South,Clinic
12/12/2025,Metformin,Diabetes,210,15,3150,West,Clinic
11/27/2025,Paracetamol,Tablet,215,5,1075,West,Hospital
11/23/2025,Cetirizine,Allergy,23,6,138,West,Retail
8/8/2025,Vitamin C,Supplement,37,10,370,North,Clinic
4/22/2025,Paracetamol,Tablet,132,5,660,West,Retail
1/28/2025,Azithromycin,Antibiotic,240,25,6000,East,Clinic
7/14/2025,Cetirizine,Allergy,88,6,528,West,Hospital
2/23/2025,Cetirizine,Allergy,31,6,186,North,Hospital
8/17/2025,Vitamin C,Supplement,114,10,1140,West,Clinic
12/13/2025,Cetirizine,Allergy,246,6,1476,North,Hospital
2/23/2025,Aspirin,Tablet,49,7,343,North,Hospital
3/28/2025,Metformin,Diabetes,219,15,3285,East,Retail
2/17/2025,Azithromycin,Antibiotic,227,25,5675,West,Hospital
3/15/2025,Ibuprofen,Pain Relief,87,8,696,South,Hospital
4/12/2025,Cetirizine,Allergy,205,6,1230,East,Retail
1/12/2025,Omeprazole,Gastro,100,12,1200,North,Clinic
4/14/2025,Amoxicillin,Antibiotic,151,20,3020,South,Clinic
9/27/2025,Paracetamol,Tablet,19,5,95,South,Clinic
6/2/2025,Azithromycin,Antibiotic,222,25,5550,North,Clinic
5/10/2025,Metformin,Diabetes,41,15,615,East,Retail
12/30/2025,Cetirizine,Allergy,175,6,1050,South,Retail
5/21/2025,Paracetamol,Tablet,100,5,500,East,Clinic
6/4/2025,Azithromycin,Antibiotic,67,25,1675,North,Clinic
7/15/2025,Insulin,Diabetes,122,50,6100,West,Retail
3/12/2025,Vitamin C,Supplement,106,10,1060,South,Clinic
12/5/2025,Azithromycin,Antibiotic,137,25,3425,South,Clinic
3/8/2025,Paracetamol,Tablet,237,5,1185,East,Clinic
3/15/2025,Paracetamol,Tablet,86,5,430,North,Clinic
5/11/2025,Paracetamol,Tablet,77,5,385,West,Hospital
10/25/2025,Vitamin C,Supplement,65,10,650,North,Retail
3/20/2025,Insulin,Diabetes,200,50,10000,West,Retail
2/13/2025,Aspirin,Tablet,195,7,1365,West,Retail
7/16/2025,Ibuprofen,Pain Relief,86,8,688,North,Clinic
6/17/2025,Cetirizine,Allergy,35,6,210,South,Clinic
12/27/2025,Vitamin C,Supplement,226,10,2260,North,Clinic
4/11/2025,Omeprazole,Gastro,145,12,1740,East,Retail
12/15/2025,Metformin,Diabetes,173,15,2595,East,Clinic
3/23/2025,Vitamin C,Supplement,161,10,1610,West,Hospital
9/27/2025,Azithromycin,Antibiotic,105,25,2625,East,Clinic
9/2/2025,Ibuprofen,Pain Relief,216,8,1728,South,Retail
4/15/2025,Vitamin C,Supplement,179,10,1790,North,Clinic
2/5/2025,Amoxicillin,Antibiotic,158,20,3160,West,Retail
1/18/2025,Insulin,Diabetes,185,50,9250,East,Clinic
8/19/2025,Aspirin,Tablet,102,7,714,East,Retail
1/25/2025,Vitamin C,Supplement,182,10,1820,North,Hospital
4/16/2025,Cetirizine,Allergy,246,6,1476,West,Retail
3/8/2025,Vitamin C,Supplement,63,10,630,South,Hospital
7/24/2025,Ibuprofen,Pain Relief,211,8,1688,North,Hospital
2/1/2025,Metformin,Diabetes,194,15,2910,South,Retail
4/21/2025,Omeprazole,Gastro,24,12,288,East,Hospital
2/8/2025,Amoxicillin,Antibiotic,161,20,3220,South,Retail
9/29/2025,Aspirin,Tablet,68,7,476,South,Clinic
8/4/2025,Cetirizine,Allergy,60,6,360,North,Hospital
5/12/2025,Metformin,Diabetes,96,15,1440,North,Retail
4/29/2025,Ibuprofen,Pain Relief,32,8,256,West,Hospital
7/12/2025,Vitamin C,Supplement,83,10,830,North,Retail
4/29/2025,Ibuprofen,Pain Relief,233,8,1864,North,Retail
3/7/2025,Insulin,Diabetes,170,50,8500,North,Hospital
12/12/2025,Azithromycin,Antibiotic,205,25,5125,West,Retail
5/16/2025,Insulin,Diabetes,142,50,7100,South,Retail
7/22/2025,Vitamin C,Supplement,14,10,140,North,Hospital
4/16/2025,Amoxicillin,Antibiotic,223,20,4460,East,Retail
3/27/2025,Amoxicillin,Antibiotic,250,20,5000,East,Hospital
12/7/2025,Amoxicillin,Antibiotic,52,20,1040,West,Hospital
1/3/2025,Amoxicillin,Antibiotic,29,20,580,West,Clinic
12/29/2025,Cetirizine,Allergy,119,6,714,West,Clinic
10/23/2025,Vitamin C,Supplement,74,10,740,South,Retail
3/4/2025,Metformin,Diabetes,28,15,420,North,Hospital
4/10/2025,Paracetamol,Tablet,49,5,245,West,Hospital
4/12/2025,Metformin,Diabetes,167,15,2505,East,Clinic
3/26/2025,Aspirin,Tablet,13,7,91,South,Retail
8/17/2025,Aspirin,Tablet,28,7,196,North,Hospital
6/24/2025,Ibuprofen,Pain Relief,125,8,1000,North,Clinic
1/26/2025,Cetirizine,Allergy,153,6,918,South,Retail
9/17/2025,Insulin,Diabetes,85,50,4250,South,Retail
6/15/2025,Azithromycin,Antibiotic,87,25,2175,East,Clinic
12/1/2025,Vitamin C,Supplement,97,10,970,West,Clinic
3/8/2025,Metformin,Diabetes,132,15,1980,East,Retail
12/21/2025,Insulin,Diabetes,69,50,3450,West,Clinic
2/24/2025,Azithromycin,Antibiotic,114,25,2850,West,Retail
12/27/2025,Amoxicillin,Antibiotic,116,20,2320,North,Clinic
12/30/2025,Cetirizine,Allergy,221,6,1326,North,Retail
2/19/2025,Metformin,Diabetes,176,15,2640,South,Retail
7/16/2025,Ibuprofen,Pain Relief,126,8,1008,East,Retail
1/15/2025,Omeprazole,Gastro,122,12,1464,West,Retail
12/14/2025,Ibuprofen,Pain Relief,106,8,848,East,Hospital
12/28/2025,Amoxicillin,Antibiotic,75,20,1500,South,Retail
3/16/2025,Azithromycin,Antibiotic,249,25,6225,East,Clinic
5/11/2025,Aspirin,Tablet,247,7,1729,South,Hospital
10/22/2025,Cetirizine,Allergy,215,6,1290,North,Retail
1/2/2025,Aspirin,Tablet,65,7,455,West,Retail
1/24/2025,Aspirin,Tablet,17,7,119,North,Retail
12/21/2025,Azithromycin,Antibiotic,139,25,3475,West,Hospital
7/18/2025,Paracetamol,Tablet,132,5,660,West,Hospital
1/27/2025,Paracetamol,Tablet,249,5,1245,North,Clinic
9/10/2025,Omeprazole,Gastro,114,12,1368,East,Retail
7/15/2025,Metformin,Diabetes,169,15,2535,West,Hospital
6/26/2025,Ibuprofen,Pain Relief,10,8,80,North,Clinic
9/8/2025,Azithromycin,Antibiotic,42,25,1050,North,Clinic
1/16/2025,Azithromycin,Antibiotic,219,25,5475,North,Hospital
5/20/2025,Ibuprofen,Pain Relief,120,8,960,North,Hospital
9/25/2025,Amoxicillin,Antibiotic,82,20,1640,South,Retail
7/29/2025,Vitamin C,Supplement,201,10,2010,West,Retail
11/28/2025,Amoxicillin,Antibiotic,127,20,2540,South,Hospital
9/3/2025,Cetirizine,Allergy,197,6,1182,South,Clinic
12/9/2025,Omeprazole,Gastro,204,12,2448,East,Retail
10/2/2025,Cetirizine,Allergy,80,6,480,South,Hospital
4/24/2025,Insulin,Diabetes,133,50,6650,East,Clinic
4/21/2025,Paracetamol,Tablet,121,5,605,West,Retail
4/15/2025,Insulin,Diabetes,174,50,8700,West,Hospital
2/17/2025,Amoxicillin,Antibiotic,183,20,3660,South,Retail
4/23/2025,Azithromycin,Antibiotic,72,25,1800,North,Retail
4/19/2025,Azithromycin,Antibiotic,168,25,4200,East,Clinic
7/21/2025,Insulin,Diabetes,176,50,8800,East,Retail
10/15/2025,Insulin,Diabetes,61,50,3050,South,Retail
5/4/2025,Azithromycin,Antibiotic,220,25,5500,North,Hospital
10/10/2025,Azithromycin,Antibiotic,63,25,1575,North,Hospital
8/15/2025,Omeprazole,Gastro,92,12,1104,East,Hospital
8/4/2025,Metformin,Diabetes,115,15,1725,North,Hospital
10/4/2025,Insulin,Diabetes,92,50,4600,South,Retail
10/27/2025,Insulin,Diabetes,30,50,1500,South,Clinic
10/20/2025,Vitamin C,Supplement,151,10,1510,East,Retail
2/19/2025,Insulin,Diabetes,138,50,6900,East,Hospital
6/25/2025,Aspirin,Tablet,119,7,833,North,Retail
4/19/2025,Amoxicillin,Antibiotic,190,20,3800,West,Hospital
12/1/2025,Amoxicillin,Antibiotic,72,20,1440,West,Hospital
9/24/2025,Amoxicillin,Antibiotic,11,20,220,East,Clinic
2/26/2025,Amoxicillin,Antibiotic,220,20,4400,South,Hospital
2/10/2025,Vitamin C,Supplement,215,10,2150,West,Clinic
7/14/2025,Amoxicillin,Antibiotic,96,20,1920,South,Clinic
12/1/2025,Omeprazole,Gastro,220,12,2640,North,Clinic
4/24/2025,Azithromycin,Antibiotic,45,25,1125,North,Hospital
12/13/2025,Aspirin,Tablet,13,7,91,North,Hospital
1/29/2025,Metformin,Diabetes,45,15,675,East,Clinic
9/20/2025,Amoxicillin,Antibiotic,216,20,4320,North,Retail
12/11/2025,Amoxicillin,Antibiotic,10,20,200,West,Retail
10/6/2025,Azithromycin,Antibiotic,238,25,5950,East,Retail
12/7/2025,Amoxicillin,Antibiotic,130,20,2600,South,Retail
4/28/2025,Amoxicillin,Antibiotic,111,20,2220,North,Hospital
7/22/2025,Aspirin,Tablet,218,7,1526,South,Hospital
6/25/2025,Insulin,Diabetes,230,50,11500,West,Retail
8/17/2025,Insulin,Diabetes,80,50,4000,North,Retail
8/23/2025,Insulin,Diabetes,127,50,6350,East,Hospital
12/2/2025,Aspirin,Tablet,17,7,119,East,Hospital
8/27/2025,Amoxicillin,Antibiotic,122,20,2440,East,Clinic
9/28/2025,Vitamin C,Supplement,250,10,2500,East,Retail
12/30/2025,Amoxicillin,Antibiotic,165,20,3300,West,Retail
9/26/2025,Ibuprofen,Pain Relief,138,8,1104,North,Clinic
1/18/2025,Cetirizine,Allergy,115,6,690,East,Clinic
6/16/2025,Amoxicillin,Antibiotic,23,20,460,North,Hospital
2/6/2025,Metformin,Diabetes,232,15,3480,East,Retail
3/1/2025,Vitamin C,Supplement,135,10,1350,North,Clinic
2/14/2025,Cetirizine,Allergy,199,6,1194,South,Clinic
2/12/2025,Metformin,Diabetes,224,15,3360,South,Clinic
8/30/2025,Metformin,Diabetes,166,15,2490,South,Hospital
7/27/2025,Aspirin,Tablet,17,7,119,South,Clinic
2/20/2025,Vitamin C,Supplement,16,10,160,South,Retail
2/10/2025,Aspirin,Tablet,110,7,770,North,Hospital
3/18/2025,Paracetamol,Tablet,237,5,1185,South,Retail
4/9/2025,Vitamin C,Supplement,203,10,2030,North,Retail
4/12/2025,Omeprazole,Gastro,154,12,1848,East,Clinic
12/23/2025,Azithromycin,Antibiotic,37,25,925,North,Hospital
2/22/2025,Amoxicillin,Antibiotic,97,20,1940,North,Clinic
9/18/2025,Paracetamol,Tablet,67,5,335,West,Clinic
9/12/2025,Metformin,Diabetes,23,15,345,South,Clinic
4/7/2025,Azithromycin,Antibiotic,95,25,2375,East,Hospital
10/20/2025,Aspirin,Tablet,196,7,1372,West,Hospital
2/28/2025,Paracetamol,Tablet,207,5,1035,West,Hospital
10/10/2025,Ibuprofen,Pain Relief,63,8,504,North,Retail
6/4/2025,Metformin,Diabetes,50,15,750,South,Hospital
11/9/2025,Azithromycin,Antibiotic,131,25,3275,East,Clinic
11/13/2025,Vitamin C,Supplement,155,10,1550,West,Clinic
4/7/2025,Metformin,Diabetes,180,15,2700,East,Retail
11/14/2025,Ibuprofen,Pain Relief,210,8,1680,East,Hospital
2/15/2025,Vitamin C,Supplement,76,10,760,North,Clinic
4/25/2025,Insulin,Diabetes,34,50,1700,South,Retail
2/6/2025,Paracetamol,Tablet,20,5,100,North,Retail
10/15/2025,Ibuprofen,Pain Relief,234,8,1872,East,Retail
7/25/2025,Aspirin,Tablet,167,7,1169,West,Retail
11/20/2025,Metformin,Diabetes,240,15,3600,North,Clinic
12/2/2025,Cetirizine,Allergy,76,6,456,South,Retail
1/24/2025,Metformin,Diabetes,117,15,1755,North,Hospital
10/14/2025,Ibuprofen,Pain Relief,97,8,776,South,Clinic
7/19/2025,Amoxicillin,Antibiotic,59,20,1180,South,Hospital
8/30/2025,Ibuprofen,Pain Relief,140,8,1120,West,Hospital
9/12/2025,Aspirin,Tablet,72,7,504,West,Clinic
8/16/2025,Cetirizine,Allergy,87,6,522,West,Retail
5/17/2025,Paracetamol,Tablet,90,5,450,South,Clinic
2/9/2025,Omeprazole,Gastro,50,12,600,West,Hospital
8/18/2025,Metformin,Diabetes,149,15,2235,East,Retail
6/27/2025,Insulin,Diabetes,131,50,6550,West,Retail
3/1/2025,Azithromycin,Antibiotic,114,25,2850,North,Hospital
7/19/2025,Cetirizine,Allergy,59,6,354,South,Clinic
4/4/2025,Cetirizine,Allergy,232,6,1392,South,Clinic
9/12/2025,Aspirin,Tablet,88,7,616,West,Hospital
9/21/2025,Insulin,Diabetes,88,50,4400,East,Hospital
4/25/2025,Azithromycin,Antibiotic,167,25,4175,West,Clinic
7/1/2025,Vitamin C,Supplement,25,10,250,West,Retail
3/13/2025,Insulin,Diabetes,70,50,3500,South,Retail
9/4/2025,Metformin,Diabetes,109,15,1635,North,Retail
11/9/2025,Amoxicillin,Antibiotic,11,20,220,South,Hospital
9/2/2025,Paracetamol,Tablet,238,5,1190,East,Clinic
7/4/2025,Aspirin,Tablet,105,7,735,West,Retail
6/5/2025,Metformin,Diabetes,59,15,885,South,Retail
11/8/2025,Insulin,Diabetes,197,50,9850,West,Retail
3/14/2025,Paracetamol,Tablet,24,5,120,North,Clinic
12/7/2025,Vitamin C,Supplement,102,10,1020,South,Retail
7/4/2025,Cetirizine,Allergy,115,6,690,South,Retail
11/14/2025,Aspirin,Tablet,92,7,644,North,Hospital
12/11/2025,Azithromycin,Antibiotic,18,25,450,East,Hospital
6/11/2025,Insulin,Diabetes,105,50,5250,West,Retail
12/26/2025,Azithromycin,Antibiotic,208,25,5200,West,Retail
12/18/2025,Cetirizine,Allergy,245,6,1470,North,Hospital
4/5/2025,Ibuprofen,Pain Relief,84,8,672,East,Hospital
7/14/2025,Metformin,Diabetes,80,15,1200,East,Retail
9/26/2025,Amoxicillin,Antibiotic,90,20,1800,North,Retail
1/31/2025,Insulin,Diabetes,19,50,950,South,Clinic
6/24/2025,Ibuprofen,Pain Relief,91,8,728,West,Hospital
6/29/2025,Azithromycin,Antibiotic,171,25,4275,South,Retail
8/18/2025,Insulin,Diabetes,72,50,3600,East,Clinic
11/21/2025,Insulin,Diabetes,236,50,11800,North,Clinic
1/24/2025,Amoxicillin,Antibiotic,232,20,4640,North,Clinic
7/18/2025,Vitamin C,Supplement,173,10,1730,West,Clinic
2/5/2025,Insulin,Diabetes,140,50,7000,West,Retail
10/14/2025,Azithromycin,Antibiotic,156,25,3900,East,Retail
2/21/2025,Omeprazole,Gastro,16,12,192,North,Retail
1/2/2025,Cetirizine,Allergy,88,6,528,West,Retail
8/21/2025,Vitamin C,Supplement,35,10,350,East,Clinic
6/18/2025,Cetirizine,Allergy,229,6,1374,East,Clinic
10/20/2025,Paracetamol,Tablet,227,5,1135,East,Clinic
12/13/2025,Omeprazole,Gastro,199,12,2388,South,Hospital
1/18/2025,Amoxicillin,Antibiotic,98,20,1960,East,Hospital
7/24/2025,Amoxicillin,Antibiotic,133,20,2660,North,Clinic
11/12/2025,Insulin,Diabetes,197,50,9850,West,Retail
7/3/2025,Metformin,Diabetes,248,15,3720,South,Hospital
11/2/2025,Metformin,Diabetes,14,15,210,East,Clinic
1/29/2025,Omeprazole,Gastro,181,12,2172,East,Retail
1/24/2025,Azithromycin,Antibiotic,102,25,2550,South,Hospital
1/21/2025,Insulin,Diabetes,97,50,4850,West,Retail
11/16/2025,Ibuprofen,Pain Relief,170,8,1360,East,Clinic
7/23/2025,Paracetamol,Tablet,212,5,1060,North,Clinic
9/28/2025,Amoxicillin,Antibiotic,217,20,4340,East,Clinic
5/19/2025,Aspirin,Tablet,14,7,98,East,Hospital
9/30/2025,Omeprazole,Gastro,103,12,1236,North,Retail
7/26/2025,Vitamin C,Supplement,30,10,300,East,Retail
6/26/2025,Cetirizine,Allergy,62,6,372,West,Retail
11/18/2025,Ibuprofen,Pain Relief,117,8,936,West,Hospital
11/5/2025,Amoxicillin,Antibiotic,139,20,2780,West,Hospital
7/12/2025,Metformin,Diabetes,58,15,870,East,Hospital
12/5/2025,Cetirizine,Allergy,117,6,702,North,Hospital
5/13/2025,Vitamin C,Supplement,40,10,400,East,Retail
5/30/2025,Amoxicillin,Antibiotic,51,20,1020,West,Hospital
12/9/2025,Vitamin C,Supplement,67,10,670,South,Clinic
7/5/2025,Paracetamol,Tablet,203,5,1015,East,Retail
7/2/2025,Vitamin C,Supplement,165,10,1650,East,Clinic
3/21/2025,Paracetamol,Tablet,140,5,700,South,Hospital
8/14/2025,Azithromycin,Antibiotic,82,25,2050,North,Clinic
12/22/2025,Aspirin,Tablet,185,7,1295,East,Clinic
7/23/2025,Paracetamol,Tablet,237,5,1185,West,Hospital
3/11/2025,Paracetamol,Tablet,56,5,280,South,Clinic
6/16/2025,Insulin,Diabetes,133,50,6650,West,Retail
12/10/2025,Cetirizine,Allergy,69,6,414,South,Hospital
4/4/2025,Vitamin C,Supplement,185,10,1850,South,Retail
4/28/2025,Metformin,Diabetes,113,15,1695,South,Clinic
8/11/2025,Omeprazole,Gastro,158,12,1896,West,Retail
8/24/2025,Amoxicillin,Antibiotic,86,20,1720,West,Retail
2/20/2025,Cetirizine,Allergy,173,6,1038,East,Hospital
1/16/2025,Insulin,Diabetes,168,50,8400,South,Retail
5/29/2025,Azithromycin,Antibiotic,16,25,400,East,Clinic
7/17/2025,Insulin,Diabetes,89,50,4450,West,Clinic
6/7/2025,Vitamin C,Supplement,148,10,1480,West,Hospital
9/13/2025,Ibuprofen,Pain Relief,55,8,440,North,Retail
1/18/2025,Vitamin C,Supplement,247,10,2470,East,Clinic
4/13/2025,Cetirizine,Allergy,229,6,1374,South,Hospital
4/24/2025,Azithromycin,Antibiotic,65,25,1625,East,Clinic
9/15/2025,Aspirin,Tablet,195,7,1365,North,Retail
4/15/2025,Omeprazole,Gastro,119,12,1428,West,Clinic
11/5/2025,Omeprazole,Gastro,166,12,1992,East,Retail
5/6/2025,Metformin,Diabetes,14,15,210,East,Retail
6/30/2025,Azithromycin,Antibiotic,19,25,475,North,Hospital
9/7/2025,Cetirizine,Allergy,100,6,600,West,Clinic
9/29/2025,Ibuprofen,Pain Relief,112,8,896,South,Hospital
1/25/2025,Aspirin,Tablet,134,7,938,South,Hospital
6/4/2025,Vitamin C,Supplement,46,10,460,South,Clinic
5/13/2025,Metformin,Diabetes,81,15,1215,West,Retail
12/17/2025,Ibuprofen,Pain Relief,55,8,440,East,Clinic
7/8/2025,Aspirin,Tablet,62,7,434,South,Hospital
8/22/2025,Insulin,Diabetes,152,50,7600,North,Clinic
3/7/2025,Insulin,Diabetes,100,50,5000,West,Retail
5/19/2025,Paracetamol,Tablet,212,5,1060,North,Clinic
6/15/2025,Ibuprofen,Pain Relief,167,8,1336,West,Retail
11/26/2025,Ibuprofen,Pain Relief,38,8,304,East,Hospital
9/17/2025,Ibuprofen,Pain Relief,101,8,808,East,Retail
11/5/2025,Amoxicillin,Antibiotic,166,20,3320,West,Retail
1/5/2025,Omeprazole,Gastro,163,12,1956,West,Clinic
10/16/2025,Metformin,Diabetes,41,15,615,North,Hospital
10/19/2025,Aspirin,Tablet,19,7,133,West,Retail
1/13/2025,Metformin,Diabetes,162,15,2430,North,Clinic
3/22/2025,Insulin,Diabetes,111,50,5550,East,Hospital
2/14/2025,Amoxicillin,Antibiotic,32,20,640,West,Retail
12/5/2025,Metformin,Diabetes,58,15,870,South,Retail
10/5/2025,Insulin,Diabetes,156,50,7800,East,Clinic
4/17/2025,Amoxicillin,Antibiotic,145,20,2900,East,Retail
1/26/2025,Metformin,Diabetes,93,15,1395,East,Clinic
7/5/2025,Cetirizine,Allergy,114,6,684,South,Hospital
3/18/2025,Vitamin C,Supplement,189,10,1890,West,Retail
3/23/2025,Cetirizine,Allergy,163,6,978,North,Retail
10/25/2025,Omeprazole,Gastro,64,12,768,West,Retail
7/10/2025,Cetirizine,Allergy,23,6,138,South,Hospital
5/4/2025,Ibuprofen,Pain Relief,139,8,1112,East,Hospital
1/3/2025,Paracetamol,Tablet,228,5,1140,West,Hospital
12/2/2025,Ibuprofen,Pain Relief,97,8,776,East,Clinic
2/8/2025,Ibuprofen,Pain Relief,245,8,1960,South,Hospital
9/29/2025,Ibuprofen,Pain Relief,162,8,1296,South,Hospital
8/14/2025,Metformin,Diabetes,44,15,660,East,Retail
3/3/2025,Omeprazole,Gastro,172,12,2064,East,Retail
8/20/2025,Ibuprofen,Pain Relief,150,8,1200,West,Hospital
3/6/2025,Vitamin C,Supplement,38,10,380,South,Retail
11/17/2025,Ibuprofen,Pain Relief,189,8,1512,North,Clinic
11/14/2025,Vitamin C,Supplement,141,10,1410,West,Retail
9/18/2025,Insulin,Diabetes,194,50,9700,East,Clinic
1/26/2025,Aspirin,Tablet,63,7,441,North,Clinic
7/1/2025,Azithromycin,Antibiotic,72,25,1800,North,Hospital
6/28/2025,Vitamin C,Supplement,12,10,120,West,Clinic
7/26/2025,Vitamin C,Supplement,91,10,910,North,Clinic
10/7/2025,Cetirizine,Allergy,165,6,990,West,Retail
7/24/2025,Aspirin,Tablet,228,7,1596,North,Hospital
10/21/2025,Ibuprofen,Pain Relief,183,8,1464,West,Retail
5/18/2025,Ibuprofen,Pain Relief,212,8,1696,North,Hospital
2/9/2025,Insulin,Diabetes,31,50,1550,South,Hospital
8/20/2025,Azithromycin,Antibiotic,200,25,5000,East,Hospital
8/13/2025,Ibuprofen,Pain Relief,20,8,160,West,Retail
1/10/2025,Metformin,Diabetes,84,15,1260,East,Hospital
11/13/2025,Vitamin C,Supplement,112,10,1120,South,Clinic
8/24/2025,Amoxicillin,Antibiotic,201,20,4020,East,Hospital
11/18/2025,Amoxicillin,Antibiotic,16,20,320,South,Clinic
4/14/2025,Insulin,Diabetes,209,50,10450,West,Clinic
1/6/2025,Ibuprofen,Pain Relief,201,8,1608,North,Hospital
6/29/2025,Azithromycin,Antibiotic,83,25,2075,North,Clinic
5/2/2025,Paracetamol,Tablet,156,5,780,South,Retail
11/9/2025,Aspirin,Tablet,200,7,1400,West,Retail
3/27/2025,Vitamin C,Supplement,180,10,1800,South,Retail
11/13/2025,Amoxicillin,Antibiotic,49,20,980,West,Retail
3/6/2025,Cetirizine,Allergy,236,6,1416,South,Clinic
3/21/2025,Omeprazole,Gastro,83,12,996,North,Clinic
1/22/2025,Amoxicillin,Antibiotic,177,20,3540,South,Retail
6/15/2025,Amoxicillin,Antibiotic,190,20,3800,West,Retail
5/1/2025,Metformin,Diabetes,82,15,1230,North,Hospital
4/30/2025,Omeprazole,Gastro,163,12,1956,West,Hospital
6/3/2025,Vitamin C,Supplement,20,10,200,East,Hospital
1/16/2025,Metformin,Diabetes,94,15,1410,West,Retail
6/28/2025,Amoxicillin,Antibiotic,184,20,3680,West,Clinic
9/4/2025,Vitamin C,Supplement,248,10,2480,East,Hospital
6/23/2025,Vitamin C,Supplement,241,10,2410,North,Hospital
4/1/2025,Cetirizine,Allergy,146,6,876,West,Hospital
1/5/2025,Azithromycin,Antibiotic,148,25,3700,North,Hospital
11/10/2025,Paracetamol,Tablet,36,5,180,North,Retail
10/10/2025,Insulin,Diabetes,159,50,7950,North,Hospital
5/31/2025,Azithromycin,Antibiotic,19,25,475,South,Retail
3/5/2025,Insulin,Diabetes,79,50,3950,West,Clinic
3/2/2025,Metformin,Diabetes,125,15,1875,South,Hospital
2/12/2025,Aspirin,Tablet,108,7,756,South,Retail
5/10/2025,Vitamin C,Supplement,54,10,540,South,Retail
3/27/2025,Azithromycin,Antibiotic,222,25,5550,West,Clinic
7/7/2025,Insulin,Diabetes,14,50,700,West,Retail
12/26/2025,Metformin,Diabetes,58,15,870,East,Clinic
11/25/2025,Amoxicillin,Antibiotic,29,20,580,West,Hospital
2/27/2025,Cetirizine,Allergy,203,6,1218,West,Hospital
3/25/2025,Cetirizine,Allergy,122,6,732,North,Clinic
7/7/2025,Vitamin C,Supplement,102,10,1020,South,Clinic
3/6/2025,Azithromycin,Antibiotic,175,25,4375,West,Retail
7/14/2025,Paracetamol,Tablet,95,5,475,West,Retail
9/25/2025,Metformin,Diabetes,212,15,3180,North,Retail
10/17/2025,Aspirin,Tablet,244,7,1708,South,Hospital
9/9/2025,Omeprazole,Gastro,49,12,588,East,Clinic
12/25/2025,Vitamin C,Supplement,17,10,170,East,Retail
5/3/2025,Paracetamol,Tablet,152,5,760,North,Hospital
7/8/2025,Vitamin C,Supplement,41,10,410,East,Hospital
11/15/2025,Vitamin C,Supplement,98,10,980,East,Clinic
7/21/2025,Insulin,Diabetes,179,50,8950,South,Retail
7/25/2025,Amoxicillin,Antibiotic,165,20,3300,South,Retail
9/9/2025,Paracetamol,Tablet,215,5,1075,North,Hospital
6/7/2025,Omeprazole,Gastro,142,12,1704,South,Retail
5/18/2025,Azithromycin,Antibiotic,82,25,2050,West,Retail
5/3/2025,Metformin,Diabetes,175,15,2625,North,Retail
7/28/2025,Aspirin,Tablet,195,7,1365,North,Retail
5/11/2025,Vitamin C,Supplement,124,10,1240,West,Clinic
11/22/2025,Azithromycin,Antibiotic,14,25,350,West,Retail
5/8/2025,Azithromycin,Antibiotic,233,25,5825,South,Clinic
